image_path pid camid material
.\MVB_train\Image\1816_p_3.jpg 1816 p_3 hard
.\MVB_train\Image\1816_p_4.jpg 1816 p_4 hard
.\MVB_train\Image\1817_g_1.jpg 1817 g_1 hard
.\MVB_train\Image\1817_g_2.jpg 1817 g_2 hard
.\MVB_train\Image\1817_g_3.jpg 1817 g_3 hard
.\MVB_train\Image\1817_p_3.jpg 1817 p_3 hard
.\MVB_train\Image\1817_p_4.jpg 1817 p_4 hard
.\MVB_train\Image\1818_g_1.jpg 1818 g_1 hard
.\MVB_train\Image\1818_g_2.jpg 1818 g_2 hard
.\MVB_train\Image\1818_g_3.jpg 1818 g_3 hard
.\MVB_train\Image\1818_p_1.jpg 1818 p_1 hard
.\MVB_train\Image\1818_p_2.jpg 1818 p_2 hard
.\MVB_train\Image\1819_g_1.jpg 1819 g_1 hard
.\MVB_train\Image\1819_g_2.jpg 1819 g_2 hard
.\MVB_train\Image\1819_g_3.jpg 1819 g_3 hard
.\MVB_train\Image\1819_p_3.jpg 1819 p_3 hard
.\MVB_train\Image\1820_g_1.jpg 1820 g_1 hard
.\MVB_train\Image\1820_g_2.jpg 1820 g_2 hard
.\MVB_train\Image\1820_g_3.jpg 1820 g_3 hard
.\MVB_train\Image\1820_p_1.jpg 1820 p_1 hard
.\MVB_train\Image\1820_p_2.jpg 1820 p_2 hard
.\MVB_train\Image\1820_p_3.jpg 1820 p_3 hard
.\MVB_train\Image\1821_g_1.jpg 1821 g_1 hard
.\MVB_train\Image\1821_g_2.jpg 1821 g_2 hard
.\MVB_train\Image\1821_g_3.jpg 1821 g_3 hard
.\MVB_train\Image\1821_p_3.jpg 1821 p_3 hard
.\MVB_train\Image\1822_g_1.jpg 1822 g_1 hard
.\MVB_train\Image\1822_g_2.jpg 1822 g_2 hard
.\MVB_train\Image\1822_g_3.jpg 1822 g_3 hard
.\MVB_train\Image\1822_p_3.jpg 1822 p_3 hard
.\MVB_train\Image\1822_p_4.jpg 1822 p_4 hard
.\MVB_train\Image\1823_g_1.jpg 1823 g_1 hard
.\MVB_train\Image\1823_g_2.jpg 1823 g_2 hard
.\MVB_train\Image\1823_g_3.jpg 1823 g_3 hard
.\MVB_train\Image\1823_p_1.jpg 1823 p_1 hard
.\MVB_train\Image\1824_g_1.jpg 1824 g_1 others
.\MVB_train\Image\1824_g_2.jpg 1824 g_2 others
.\MVB_train\Image\1824_g_3.jpg 1824 g_3 others
.\MVB_train\Image\1824_p_3.jpg 1824 p_3 others
.\MVB_train\Image\1824_p_4.jpg 1824 p_4 others
.\MVB_train\Image\1825_g_1.jpg 1825 g_1 soft
.\MVB_train\Image\1825_g_2.jpg 1825 g_2 soft
.\MVB_train\Image\1825_g_3.jpg 1825 g_3 soft
.\MVB_train\Image\1825_p_1.jpg 1825 p_1 soft
.\MVB_train\Image\1825_p_2.jpg 1825 p_2 soft
.\MVB_train\Image\1826_g_1.jpg 1826 g_1 hard
.\MVB_train\Image\1826_g_2.jpg 1826 g_2 hard
.\MVB_train\Image\1826_g_3.jpg 1826 g_3 hard
.\MVB_train\Image\1826_p_3.jpg 1826 p_3 hard
.\MVB_train\Image\1826_p_4.jpg 1826 p_4 hard
.\MVB_train\Image\1827_g_1.jpg 1827 g_1 hard
.\MVB_train\Image\1827_g_2.jpg 1827 g_2 hard
.\MVB_train\Image\1827_g_3.jpg 1827 g_3 hard
.\MVB_train\Image\1827_p_4.jpg 1827 p_4 hard
.\MVB_train\Image\1828_g_1.jpg 1828 g_1 soft
.\MVB_train\Image\1828_g_2.jpg 1828 g_2 soft
.\MVB_train\Image\1828_g_3.jpg 1828 g_3 soft
.\MVB_train\Image\1828_p_3.jpg 1828 p_3 soft
.\MVB_train\Image\1828_p_4.jpg 1828 p_4 soft
.\MVB_train\Image\1829_g_1.jpg 1829 g_1 hard
.\MVB_train\Image\1829_g_2.jpg 1829 g_2 hard
.\MVB_train\Image\1829_g_3.jpg 1829 g_3 hard
.\MVB_train\Image\1829_p_4.jpg 1829 p_4 hard
.\MVB_train\Image\1830_g_1.jpg 1830 g_1 hard
.\MVB_train\Image\1830_g_2.jpg 1830 g_2 hard
.\MVB_train\Image\1830_g_3.jpg 1830 g_3 hard
.\MVB_train\Image\1830_p_3.jpg 1830 p_3 hard
.\MVB_train\Image\1831_g_1.jpg 1831 g_1 soft
.\MVB_train\Image\1831_g_2.jpg 1831 g_2 soft
.\MVB_train\Image\1831_g_3.jpg 1831 g_3 soft
.\MVB_train\Image\1831_p_1.jpg 1831 p_1 soft
.\MVB_train\Image\1831_p_2.jpg 1831 p_2 soft
.\MVB_train\Image\1832_g_1.jpg 1832 g_1 hard
.\MVB_train\Image\1832_g_2.jpg 1832 g_2 hard
.\MVB_train\Image\1832_g_3.jpg 1832 g_3 hard
.\MVB_train\Image\1832_p_3.jpg 1832 p_3 hard
.\MVB_train\Image\1832_p_4.jpg 1832 p_4 hard
.\MVB_train\Image\1833_g_1.jpg 1833 g_1 hard
.\MVB_train\Image\1833_g_2.jpg 1833 g_2 hard
.\MVB_train\Image\1833_p_1.jpg 1833 p_1 hard
.\MVB_train\Image\1833_p_2.jpg 1833 p_2 hard
.\MVB_train\Image\1833_p_4.jpg 1833 p_4 hard
.\MVB_train\Image\1834_g_1.jpg 1834 g_1 hard
.\MVB_train\Image\1834_g_2.jpg 1834 g_2 hard
.\MVB_train\Image\1834_g_3.jpg 1834 g_3 hard
.\MVB_train\Image\1834_p_1.jpg 1834 p_1 hard
.\MVB_train\Image\1834_p_2.jpg 1834 p_2 hard
.\MVB_train\Image\1835_g_1.jpg 1835 g_1 hard
.\MVB_train\Image\1835_g_2.jpg 1835 g_2 hard
.\MVB_train\Image\1835_g_3.jpg 1835 g_3 hard
.\MVB_train\Image\1835_p_4.jpg 1835 p_4 hard
.\MVB_train\Image\1836_g_2.jpg 1836 g_2 soft
.\MVB_train\Image\1836_g_3.jpg 1836 g_3 soft
.\MVB_train\Image\1836_p_1.jpg 1836 p_1 soft
.\MVB_train\Image\1836_p_2.jpg 1836 p_2 soft
.\MVB_train\Image\1837_g_1.jpg 1837 g_1 hard
.\MVB_train\Image\1837_g_2.jpg 1837 g_2 hard
.\MVB_train\Image\1837_g_3.jpg 1837 g_3 hard
.\MVB_train\Image\1837_p_3.jpg 1837 p_3 hard
.\MVB_train\Image\1837_p_4.jpg 1837 p_4 hard
.\MVB_train\Image\1838_g_1.jpg 1838 g_1 soft
.\MVB_train\Image\1838_g_2.jpg 1838 g_2 soft
.\MVB_train\Image\1838_g_3.jpg 1838 g_3 soft
.\MVB_train\Image\1838_p_3.jpg 1838 p_3 soft
.\MVB_train\Image\1838_p_4.jpg 1838 p_4 soft
.\MVB_train\Image\1839_g_1.jpg 1839 g_1 hard
.\MVB_train\Image\1839_g_2.jpg 1839 g_2 hard
.\MVB_train\Image\1839_g_3.jpg 1839 g_3 hard
.\MVB_train\Image\1839_p_3.jpg 1839 p_3 hard
.\MVB_train\Image\1839_p_4.jpg 1839 p_4 hard
.\MVB_train\Image\1840_g_1.jpg 1840 g_1 soft
.\MVB_train\Image\1840_g_2.jpg 1840 g_2 soft
.\MVB_train\Image\1840_g_3.jpg 1840 g_3 soft
.\MVB_train\Image\1840_p_4.jpg 1840 p_4 soft
.\MVB_train\Image\1841_g_1.jpg 1841 g_1 hard
.\MVB_train\Image\1841_g_2.jpg 1841 g_2 hard
.\MVB_train\Image\1841_g_3.jpg 1841 g_3 hard
.\MVB_train\Image\1841_p_3.jpg 1841 p_3 hard
.\MVB_train\Image\1841_p_4.jpg 1841 p_4 hard
.\MVB_train\Image\1842_g_1.jpg 1842 g_1 soft
.\MVB_train\Image\1842_g_2.jpg 1842 g_2 soft
.\MVB_train\Image\1842_g_3.jpg 1842 g_3 soft
.\MVB_train\Image\1842_p_2.jpg 1842 p_2 soft
.\MVB_train\Image\1842_p_3.jpg 1842 p_3 soft
.\MVB_train\Image\1842_p_4.jpg 1842 p_4 soft
.\MVB_train\Image\1843_g_1.jpg 1843 g_1 hard
.\MVB_train\Image\1843_g_2.jpg 1843 g_2 hard
.\MVB_train\Image\1843_p_3.jpg 1843 p_3 hard
.\MVB_train\Image\1843_p_4.jpg 1843 p_4 hard
.\MVB_train\Image\1844_g_1.jpg 1844 g_1 hard
.\MVB_train\Image\1844_g_2.jpg 1844 g_2 hard
.\MVB_train\Image\1844_g_3.jpg 1844 g_3 hard
.\MVB_train\Image\1844_p_4.jpg 1844 p_4 hard
.\MVB_train\Image\1845_g_1.jpg 1845 g_1 hard
.\MVB_train\Image\1845_g_2.jpg 1845 g_2 hard
.\MVB_train\Image\1845_g_3.jpg 1845 g_3 hard
.\MVB_train\Image\1845_p_3.jpg 1845 p_3 hard
.\MVB_train\Image\1846_g_1.jpg 1846 g_1 hard
.\MVB_train\Image\1846_g_2.jpg 1846 g_2 hard
.\MVB_train\Image\1846_g_3.jpg 1846 g_3 hard
.\MVB_train\Image\1846_p_4.jpg 1846 p_4 hard
.\MVB_train\Image\1847_g_1.jpg 1847 g_1 others
.\MVB_train\Image\1847_g_2.jpg 1847 g_2 others
.\MVB_train\Image\1847_g_3.jpg 1847 g_3 others
.\MVB_train\Image\1847_p_3.jpg 1847 p_3 others
.\MVB_train\Image\1847_p_4.jpg 1847 p_4 others
.\MVB_train\Image\1848_g_1.jpg 1848 g_1 hard
.\MVB_train\Image\1848_g_2.jpg 1848 g_2 hard
.\MVB_train\Image\1848_g_3.jpg 1848 g_3 hard
.\MVB_train\Image\1848_p_4.jpg 1848 p_4 hard
.\MVB_train\Image\1849_g_1.jpg 1849 g_1 hard
.\MVB_train\Image\1849_g_2.jpg 1849 g_2 hard
.\MVB_train\Image\1849_g_3.jpg 1849 g_3 hard
.\MVB_train\Image\1849_p_2.jpg 1849 p_2 hard
.\MVB_train\Image\1849_p_4.jpg 1849 p_4 hard
.\MVB_train\Image\1850_g_1.jpg 1850 g_1 hard
.\MVB_train\Image\1850_g_2.jpg 1850 g_2 hard
.\MVB_train\Image\1850_g_3.jpg 1850 g_3 hard
.\MVB_train\Image\1850_p_3.jpg 1850 p_3 hard
.\MVB_train\Image\1850_p_4.jpg 1850 p_4 hard
.\MVB_train\Image\1851_g_1.jpg 1851 g_1 hard
.\MVB_train\Image\1851_g_2.jpg 1851 g_2 hard
.\MVB_train\Image\1851_g_3.jpg 1851 g_3 hard
.\MVB_train\Image\1851_p_2.jpg 1851 p_2 hard
.\MVB_train\Image\1852_g_1.jpg 1852 g_1 others
.\MVB_train\Image\1852_g_2.jpg 1852 g_2 others
.\MVB_train\Image\1852_g_3.jpg 1852 g_3 others
.\MVB_train\Image\1852_p_1.jpg 1852 p_1 others
.\MVB_train\Image\1852_p_2.jpg 1852 p_2 others
.\MVB_train\Image\1853_g_1.jpg 1853 g_1 hard
.\MVB_train\Image\1853_g_2.jpg 1853 g_2 hard
.\MVB_train\Image\1853_g_3.jpg 1853 g_3 hard
.\MVB_train\Image\1853_p_3.jpg 1853 p_3 hard
.\MVB_train\Image\1854_g_1.jpg 1854 g_1 hard
.\MVB_train\Image\1854_g_2.jpg 1854 g_2 hard
.\MVB_train\Image\1854_g_3.jpg 1854 g_3 hard
.\MVB_train\Image\1854_p_3.jpg 1854 p_3 hard
.\MVB_train\Image\1855_g_1.jpg 1855 g_1 hard
.\MVB_train\Image\1855_g_2.jpg 1855 g_2 hard
.\MVB_train\Image\1855_g_3.jpg 1855 g_3 hard
.\MVB_train\Image\1855_p_3.jpg 1855 p_3 hard
.\MVB_train\Image\1855_p_4.jpg 1855 p_4 hard
.\MVB_train\Image\1856_g_1.jpg 1856 g_1 soft
.\MVB_train\Image\1856_g_2.jpg 1856 g_2 soft
.\MVB_train\Image\1856_g_3.jpg 1856 g_3 soft
.\MVB_train\Image\1856_p_1.jpg 1856 p_1 soft
.\MVB_train\Image\1856_p_2.jpg 1856 p_2 soft
.\MVB_train\Image\1857_g_1.jpg 1857 g_1 hard
.\MVB_train\Image\1857_g_2.jpg 1857 g_2 hard
.\MVB_train\Image\1857_g_3.jpg 1857 g_3 hard
.\MVB_train\Image\1857_p_3.jpg 1857 p_3 hard
.\MVB_train\Image\1857_p_4.jpg 1857 p_4 hard
.\MVB_train\Image\1858_g_1.jpg 1858 g_1 soft
.\MVB_train\Image\1858_g_2.jpg 1858 g_2 soft
.\MVB_train\Image\1858_g_3.jpg 1858 g_3 soft
.\MVB_train\Image\1858_p_3.jpg 1858 p_3 soft
.\MVB_train\Image\1859_g_1.jpg 1859 g_1 hard
.\MVB_train\Image\1859_g_2.jpg 1859 g_2 hard
.\MVB_train\Image\1859_g_3.jpg 1859 g_3 hard
.\MVB_train\Image\1859_p_3.jpg 1859 p_3 hard
.\MVB_train\Image\1859_p_4.jpg 1859 p_4 hard
.\MVB_train\Image\1860_g_1.jpg 1860 g_1 soft
.\MVB_train\Image\1860_g_2.jpg 1860 g_2 soft
.\MVB_train\Image\1860_g_3.jpg 1860 g_3 soft
.\MVB_train\Image\1860_p_3.jpg 1860 p_3 soft
.\MVB_train\Image\1860_p_4.jpg 1860 p_4 soft
.\MVB_train\Image\1861_g_1.jpg 1861 g_1 hard
.\MVB_train\Image\1861_g_2.jpg 1861 g_2 hard
.\MVB_train\Image\1861_g_3.jpg 1861 g_3 hard
.\MVB_train\Image\1861_p_3.jpg 1861 p_3 hard
.\MVB_train\Image\1862_g_1.jpg 1862 g_1 hard
.\MVB_train\Image\1862_g_2.jpg 1862 g_2 hard
.\MVB_train\Image\1862_g_3.jpg 1862 g_3 hard
.\MVB_train\Image\1862_p_1.jpg 1862 p_1 hard
.\MVB_train\Image\1862_p_3.jpg 1862 p_3 hard
.\MVB_train\Image\1863_g_1.jpg 1863 g_1 hard
.\MVB_train\Image\1863_g_2.jpg 1863 g_2 hard
.\MVB_train\Image\1863_g_3.jpg 1863 g_3 hard
.\MVB_train\Image\1863_p_4.jpg 1863 p_4 hard
.\MVB_train\Image\1864_g_1.jpg 1864 g_1 hard
.\MVB_train\Image\1864_g_2.jpg 1864 g_2 hard
.\MVB_train\Image\1864_g_3.jpg 1864 g_3 hard
.\MVB_train\Image\1864_p_3.jpg 1864 p_3 hard
.\MVB_train\Image\1864_p_4.jpg 1864 p_4 hard
.\MVB_train\Image\1865_g_1.jpg 1865 g_1 paperboard
.\MVB_train\Image\1865_g_2.jpg 1865 g_2 paperboard
.\MVB_train\Image\1865_g_3.jpg 1865 g_3 paperboard
.\MVB_train\Image\1865_p_3.jpg 1865 p_3 paperboard
.\MVB_train\Image\1865_p_4.jpg 1865 p_4 paperboard
.\MVB_train\Image\1866_g_1.jpg 1866 g_1 others
.\MVB_train\Image\1866_g_2.jpg 1866 g_2 others
.\MVB_train\Image\1866_g_3.jpg 1866 g_3 others
.\MVB_train\Image\1866_p_2.jpg 1866 p_2 others
.\MVB_train\Image\1867_g_1.jpg 1867 g_1 others
.\MVB_train\Image\1867_g_2.jpg 1867 g_2 others
.\MVB_train\Image\1867_g_3.jpg 1867 g_3 others
.\MVB_train\Image\1867_p_3.jpg 1867 p_3 others
.\MVB_train\Image\1868_g_1.jpg 1868 g_1 hard
.\MVB_train\Image\1868_g_2.jpg 1868 g_2 hard
.\MVB_train\Image\1868_g_3.jpg 1868 g_3 hard
.\MVB_train\Image\1868_p_3.jpg 1868 p_3 hard
.\MVB_train\Image\1868_p_4.jpg 1868 p_4 hard
.\MVB_train\Image\1869_g_1.jpg 1869 g_1 paperboard
.\MVB_train\Image\1869_g_2.jpg 1869 g_2 paperboard
.\MVB_train\Image\1869_g_3.jpg 1869 g_3 paperboard
.\MVB_train\Image\1869_p_3.jpg 1869 p_3 paperboard
.\MVB_train\Image\1869_p_4.jpg 1869 p_4 paperboard
.\MVB_train\Image\1870_g_1.jpg 1870 g_1 hard
.\MVB_train\Image\1870_g_2.jpg 1870 g_2 hard
.\MVB_train\Image\1870_g_3.jpg 1870 g_3 hard
.\MVB_train\Image\1870_p_1.jpg 1870 p_1 hard
.\MVB_train\Image\1870_p_2.jpg 1870 p_2 hard
.\MVB_train\Image\1871_g_1.jpg 1871 g_1 hard
.\MVB_train\Image\1871_g_2.jpg 1871 g_2 hard
.\MVB_train\Image\1871_g_3.jpg 1871 g_3 hard
.\MVB_train\Image\1871_p_1.jpg 1871 p_1 hard
.\MVB_train\Image\1871_p_2.jpg 1871 p_2 hard
.\MVB_train\Image\1872_g_1.jpg 1872 g_1 soft
.\MVB_train\Image\1872_g_2.jpg 1872 g_2 soft
.\MVB_train\Image\1872_g_3.jpg 1872 g_3 soft
.\MVB_train\Image\1872_p_3.jpg 1872 p_3 soft
.\MVB_train\Image\1873_g_1.jpg 1873 g_1 soft
.\MVB_train\Image\1873_g_2.jpg 1873 g_2 soft
.\MVB_train\Image\1873_g_3.jpg 1873 g_3 soft
.\MVB_train\Image\1873_p_3.jpg 1873 p_3 soft
.\MVB_train\Image\1873_p_4.jpg 1873 p_4 soft
.\MVB_train\Image\1874_g_1.jpg 1874 g_1 hard
.\MVB_train\Image\1874_g_2.jpg 1874 g_2 hard
.\MVB_train\Image\1874_g_3.jpg 1874 g_3 hard
.\MVB_train\Image\1874_p_3.jpg 1874 p_3 hard
.\MVB_train\Image\1874_p_4.jpg 1874 p_4 hard
.\MVB_train\Image\1875_g_1.jpg 1875 g_1 hard
.\MVB_train\Image\1875_g_2.jpg 1875 g_2 hard
.\MVB_train\Image\1875_g_3.jpg 1875 g_3 hard
.\MVB_train\Image\1875_p_4.jpg 1875 p_4 hard
.\MVB_train\Image\1876_g_1.jpg 1876 g_1 hard
.\MVB_train\Image\1876_g_2.jpg 1876 g_2 hard
.\MVB_train\Image\1876_g_3.jpg 1876 g_3 hard
.\MVB_train\Image\1876_p_3.jpg 1876 p_3 hard
.\MVB_train\Image\1876_p_4.jpg 1876 p_4 hard
.\MVB_train\Image\1877_g_1.jpg 1877 g_1 others
.\MVB_train\Image\1877_g_2.jpg 1877 g_2 others
.\MVB_train\Image\1877_g_3.jpg 1877 g_3 others
.\MVB_train\Image\1877_p_1.jpg 1877 p_1 others
.\MVB_train\Image\1877_p_2.jpg 1877 p_2 others
.\MVB_train\Image\1877_p_3.jpg 1877 p_3 others
.\MVB_train\Image\1877_p_4.jpg 1877 p_4 others
.\MVB_train\Image\1878_g_1.jpg 1878 g_1 hard
.\MVB_train\Image\1878_g_2.jpg 1878 g_2 hard
.\MVB_train\Image\1878_g_3.jpg 1878 g_3 hard
.\MVB_train\Image\1878_p_4.jpg 1878 p_4 hard
.\MVB_train\Image\1879_g_1.jpg 1879 g_1 hard
.\MVB_train\Image\1879_g_2.jpg 1879 g_2 hard
.\MVB_train\Image\1879_g_3.jpg 1879 g_3 hard
.\MVB_train\Image\1879_p_3.jpg 1879 p_3 hard
.\MVB_train\Image\1879_p_4.jpg 1879 p_4 hard
.\MVB_train\Image\1880_g_1.jpg 1880 g_1 hard
.\MVB_train\Image\1880_g_2.jpg 1880 g_2 hard
.\MVB_train\Image\1880_g_3.jpg 1880 g_3 hard
.\MVB_train\Image\1880_p_4.jpg 1880 p_4 hard
.\MVB_train\Image\1881_g_1.jpg 1881 g_1 soft
.\MVB_train\Image\1881_g_2.jpg 1881 g_2 soft
.\MVB_train\Image\1881_g_3.jpg 1881 g_3 soft
.\MVB_train\Image\1881_p_4.jpg 1881 p_4 soft
.\MVB_train\Image\1882_g_1.jpg 1882 g_1 hard
.\MVB_train\Image\1882_g_2.jpg 1882 g_2 hard
.\MVB_train\Image\1882_g_3.jpg 1882 g_3 hard
.\MVB_train\Image\1882_p_1.jpg 1882 p_1 hard
.\MVB_train\Image\1882_p_2.jpg 1882 p_2 hard
.\MVB_train\Image\1883_g_2.jpg 1883 g_2 hard
.\MVB_train\Image\1883_p_3.jpg 1883 p_3 hard
.\MVB_train\Image\1883_p_4.jpg 1883 p_4 hard
.\MVB_train\Image\1884_g_1.jpg 1884 g_1 soft
.\MVB_train\Image\1884_g_2.jpg 1884 g_2 soft
.\MVB_train\Image\1884_g_3.jpg 1884 g_3 soft
.\MVB_train\Image\1884_p_4.jpg 1884 p_4 soft
.\MVB_train\Image\1885_g_1.jpg 1885 g_1 hard
.\MVB_train\Image\1885_g_2.jpg 1885 g_2 hard
.\MVB_train\Image\1885_g_3.jpg 1885 g_3 hard
.\MVB_train\Image\1885_p_3.jpg 1885 p_3 hard
.\MVB_train\Image\1886_g_1.jpg 1886 g_1 hard
.\MVB_train\Image\1886_g_2.jpg 1886 g_2 hard
.\MVB_train\Image\1886_g_3.jpg 1886 g_3 hard
.\MVB_train\Image\1886_p_3.jpg 1886 p_3 hard
.\MVB_train\Image\1886_p_4.jpg 1886 p_4 hard
.\MVB_train\Image\1887_g_1.jpg 1887 g_1 soft
.\MVB_train\Image\1887_g_2.jpg 1887 g_2 soft
.\MVB_train\Image\1887_g_3.jpg 1887 g_3 soft
.\MVB_train\Image\1887_p_3.jpg 1887 p_3 soft
.\MVB_train\Image\1888_g_1.jpg 1888 g_1 soft
.\MVB_train\Image\1888_g_2.jpg 1888 g_2 soft
.\MVB_train\Image\1888_g_3.jpg 1888 g_3 soft
.\MVB_train\Image\1888_p_1.jpg 1888 p_1 soft
.\MVB_train\Image\1889_g_1.jpg 1889 g_1 hard
.\MVB_train\Image\1889_g_2.jpg 1889 g_2 hard
.\MVB_train\Image\1889_g_3.jpg 1889 g_3 hard
.\MVB_train\Image\1889_p_3.jpg 1889 p_3 hard
.\MVB_train\Image\1889_p_4.jpg 1889 p_4 hard
.\MVB_train\Image\1890_g_1.jpg 1890 g_1 hard
.\MVB_train\Image\1890_g_2.jpg 1890 g_2 hard
.\MVB_train\Image\1890_g_3.jpg 1890 g_3 hard
.\MVB_train\Image\1890_p_1.jpg 1890 p_1 hard
.\MVB_train\Image\1890_p_2.jpg 1890 p_2 hard
.\MVB_train\Image\1890_p_3.jpg 1890 p_3 hard
.\MVB_train\Image\1891_g_1.jpg 1891 g_1 soft
.\MVB_train\Image\1891_g_2.jpg 1891 g_2 soft
.\MVB_train\Image\1891_g_3.jpg 1891 g_3 soft
.\MVB_train\Image\1891_p_1.jpg 1891 p_1 soft
.\MVB_train\Image\1891_p_2.jpg 1891 p_2 soft
.\MVB_train\Image\1892_g_1.jpg 1892 g_1 soft
.\MVB_train\Image\1892_g_2.jpg 1892 g_2 soft
.\MVB_train\Image\1892_g_3.jpg 1892 g_3 soft
.\MVB_train\Image\1892_p_3.jpg 1892 p_3 soft
.\MVB_train\Image\1892_p_4.jpg 1892 p_4 soft
.\MVB_train\Image\1893_g_1.jpg 1893 g_1 hard
.\MVB_train\Image\1893_g_2.jpg 1893 g_2 hard
.\MVB_train\Image\1893_g_3.jpg 1893 g_3 hard
.\MVB_train\Image\1893_p_3.jpg 1893 p_3 hard
.\MVB_train\Image\1893_p_4.jpg 1893 p_4 hard
.\MVB_train\Image\1894_g_1.jpg 1894 g_1 soft
.\MVB_train\Image\1894_g_2.jpg 1894 g_2 soft
.\MVB_train\Image\1894_g_3.jpg 1894 g_3 soft
.\MVB_train\Image\1894_p_3.jpg 1894 p_3 soft
.\MVB_train\Image\1894_p_4.jpg 1894 p_4 soft
.\MVB_train\Image\1895_g_1.jpg 1895 g_1 hard
.\MVB_train\Image\1895_g_2.jpg 1895 g_2 hard
.\MVB_train\Image\1895_g_3.jpg 1895 g_3 hard
.\MVB_train\Image\1895_p_4.jpg 1895 p_4 hard
.\MVB_train\Image\1896_g_1.jpg 1896 g_1 hard
.\MVB_train\Image\1896_g_2.jpg 1896 g_2 hard
.\MVB_train\Image\1896_g_3.jpg 1896 g_3 hard
.\MVB_train\Image\1896_p_1.jpg 1896 p_1 hard
.\MVB_train\Image\1896_p_2.jpg 1896 p_2 hard
.\MVB_train\Image\1896_p_3.jpg 1896 p_3 hard
.\MVB_train\Image\1896_p_4.jpg 1896 p_4 hard
.\MVB_train\Image\1897_g_1.jpg 1897 g_1 hard
.\MVB_train\Image\1897_g_2.jpg 1897 g_2 hard
.\MVB_train\Image\1897_g_3.jpg 1897 g_3 hard
.\MVB_train\Image\1897_p_3.jpg 1897 p_3 hard
.\MVB_train\Image\1897_p_4.jpg 1897 p_4 hard
.\MVB_train\Image\1898_g_2.jpg 1898 g_2 hard
.\MVB_train\Image\1898_g_3.jpg 1898 g_3 hard
.\MVB_train\Image\1898_p_1.jpg 1898 p_1 hard
.\MVB_train\Image\1898_p_2.jpg 1898 p_2 hard
.\MVB_train\Image\1899_g_1.jpg 1899 g_1 hard
.\MVB_train\Image\1899_g_2.jpg 1899 g_2 hard
.\MVB_train\Image\1899_g_3.jpg 1899 g_3 hard
.\MVB_train\Image\1899_p_3.jpg 1899 p_3 hard
.\MVB_train\Image\1900_g_1.jpg 1900 g_1 soft
.\MVB_train\Image\1900_g_2.jpg 1900 g_2 soft
.\MVB_train\Image\1900_g_3.jpg 1900 g_3 soft
.\MVB_train\Image\1900_p_1.jpg 1900 p_1 soft
.\MVB_train\Image\1900_p_2.jpg 1900 p_2 soft
.\MVB_train\Image\1900_p_4.jpg 1900 p_4 soft
.\MVB_train\Image\1901_g_1.jpg 1901 g_1 hard
.\MVB_train\Image\1901_g_2.jpg 1901 g_2 hard
.\MVB_train\Image\1901_g_3.jpg 1901 g_3 hard
.\MVB_train\Image\1901_p_1.jpg 1901 p_1 hard
.\MVB_train\Image\1901_p_2.jpg 1901 p_2 hard
.\MVB_train\Image\1902_g_1.jpg 1902 g_1 soft
.\MVB_train\Image\1902_g_2.jpg 1902 g_2 soft
.\MVB_train\Image\1902_p_4.jpg 1902 p_4 soft
.\MVB_train\Image\1903_g_1.jpg 1903 g_1 hard
.\MVB_train\Image\1903_g_2.jpg 1903 g_2 hard
.\MVB_train\Image\1903_g_3.jpg 1903 g_3 hard
.\MVB_train\Image\1903_p_3.jpg 1903 p_3 hard
.\MVB_train\Image\1903_p_4.jpg 1903 p_4 hard
.\MVB_train\Image\1904_g_1.jpg 1904 g_1 soft
.\MVB_train\Image\1904_g_2.jpg 1904 g_2 soft
.\MVB_train\Image\1904_g_3.jpg 1904 g_3 soft
.\MVB_train\Image\1904_p_3.jpg 1904 p_3 soft
.\MVB_train\Image\1905_g_1.jpg 1905 g_1 hard
.\MVB_train\Image\1905_g_2.jpg 1905 g_2 hard
.\MVB_train\Image\1905_g_3.jpg 1905 g_3 hard
.\MVB_train\Image\1905_p_3.jpg 1905 p_3 hard
.\MVB_train\Image\1905_p_4.jpg 1905 p_4 hard
.\MVB_train\Image\1906_g_1.jpg 1906 g_1 hard
.\MVB_train\Image\1906_g_2.jpg 1906 g_2 hard
.\MVB_train\Image\1906_g_3.jpg 1906 g_3 hard
.\MVB_train\Image\1906_p_3.jpg 1906 p_3 hard
.\MVB_train\Image\1906_p_4.jpg 1906 p_4 hard
.\MVB_train\Image\1907_g_1.jpg 1907 g_1 hard
.\MVB_train\Image\1907_g_2.jpg 1907 g_2 hard
.\MVB_train\Image\1907_g_3.jpg 1907 g_3 hard
.\MVB_train\Image\1907_p_3.jpg 1907 p_3 hard
.\MVB_train\Image\1907_p_4.jpg 1907 p_4 hard
.\MVB_train\Image\1908_g_1.jpg 1908 g_1 hard
.\MVB_train\Image\1908_g_2.jpg 1908 g_2 hard
.\MVB_train\Image\1908_g_3.jpg 1908 g_3 hard
.\MVB_train\Image\1908_p_1.jpg 1908 p_1 hard
.\MVB_train\Image\1909_g_1.jpg 1909 g_1 hard
.\MVB_train\Image\1909_g_2.jpg 1909 g_2 hard
.\MVB_train\Image\1909_g_3.jpg 1909 g_3 hard
.\MVB_train\Image\1909_p_1.jpg 1909 p_1 hard
.\MVB_train\Image\1909_p_2.jpg 1909 p_2 hard
.\MVB_train\Image\1909_p_3.jpg 1909 p_3 hard
.\MVB_train\Image\1910_g_1.jpg 1910 g_1 soft
